date,city,state,aqi,category,defining_parameter
2024-02-15,"Atlanta, GA",Georgia,62,Moderate,PM2.5
2024-02-16,"Atlanta, GA",Georgia,70,Moderate,PM2.5
2024-02-17,"Atlanta, GA",Georgia,39,Good,PM2.5
2024-02-18,"Atlanta, GA",Georgia,47,Good,PM2.5
2024-02-19,"Atlanta, GA",Georgia,61,Moderate,PM2.5
2024-02-20,"Atlanta, GA",Georgia,76,Moderate,PM2.5
2024-02-21,"Atlanta, GA",Georgia,83,Moderate,PM2.5
2024-02-22,"Atlanta, GA",Georgia,76,Moderate,PM2.5
2024-02-23,"Atlanta, GA",Georgia,32,Good,PM2.5
2024-02-24,"Atlanta, GA",Georgia,25,Good,NO2
2024-02-25,"Atlanta, GA",Georgia,34,Good,PM2.5
2024-02-26,"Atlanta, GA",Georgia,70,Moderate,PM2.5
2024-02-27,"Atlanta, GA",Georgia,59,Moderate,PM2.5
2024-02-28,"Atlanta, GA",Georgia,31,Good,PM2.5
2024-02-29,"Atlanta, GA",Georgia,24,Good,NO2
2024-03-01,"Atlanta, GA",Georgia,33,Good,PM2.5
2024-03-02,"Atlanta, GA",Georgia,23,Good,NO2
2024-03-03,"Atlanta, GA",Georgia,26,Good,PM2.5
2024-03-04,"Atlanta, GA",Georgia,46,Good,PM2.5
2024-03-05,"Atlanta, GA",Georgia,36,Good,PM2.5
2024-03-06,"Atlanta, GA",Georgia,28,Good,Ozone
2024-03-07,"Atlanta, GA",Georgia,39,Good,Ozone
2024-03-08,"Atlanta, GA",Georgia,30,Good,Ozone
2024-03-09,"Atlanta, GA",Georgia,30,Good,Ozone
2024-03-10,"Atlanta, GA",Georgia,40,Good,Ozone
2024-03-11,"Atlanta, GA",Georgia,39,Good,NO2
2024-03-12,"Atlanta, GA",Georgia,44,Good,Ozone
2024-03-13,"Atlanta, GA",Georgia,68,Moderate,PM2.5
2024-03-14,"Atlanta, GA",Georgia,72,Moderate,PM2.5
2024-03-15,"Atlanta, GA",Georgia,61,Moderate,PM2.5
2024-03-16,"Atlanta, GA",Georgia,36,Good,Ozone
2024-03-17,"Atlanta, GA",Georgia,36,Good,Ozone
2024-03-18,"Atlanta, GA",Georgia,40,Good,Ozone
2024-03-19,"Atlanta, GA",Georgia,42,Good,Ozone
2024-03-20,"Atlanta, GA",Georgia,58,Moderate,PM2.5
2024-03-21,"Atlanta, GA",Georgia,82,Moderate,PM2.5
2024-03-22,"Atlanta, GA",Georgia,67,Moderate,PM2.5
2024-03-23,"Atlanta, GA",Georgia,49,Good,PM2.5
2024-03-24,"Atlanta, GA",Georgia,44,Good,Ozone
2024-03-25,"Atlanta, GA",Georgia,51,Moderate,PM2.5
2024-03-26,"Atlanta, GA",Georgia,38,Good,PM2.5
2024-03-27,"Atlanta, GA",Georgia,40,Good,PM2.5
2024-03-28,"Atlanta, GA",Georgia,42,Good,Ozone
2024-03-29,"Atlanta, GA",Georgia,46,Good,Ozone
2024-03-30,"Atlanta, GA",Georgia,55,Moderate,PM2.5
2024-03-31,"Atlanta, GA",Georgia,54,Moderate,PM2.5
2024-04-01,"Atlanta, GA",Georgia,53,Moderate,PM2.5
2024-04-02,"Atlanta, GA",Georgia,54,Moderate,PM2.5
2024-04-03,"Atlanta, GA",Georgia,42,Good,Ozone
2024-04-04,"Atlanta, GA",Georgia,43,Good,Ozone
2024-04-05,"Atlanta, GA",Georgia,35,Good,Ozone
2024-04-06,"Atlanta, GA",Georgia,53,Moderate,PM2.5
2024-04-07,"Atlanta, GA",Georgia,85,Moderate,PM2.5
2024-04-08,"Atlanta, GA",Georgia,67,Moderate,PM2.5
2024-04-09,"Atlanta, GA",Georgia,69,Moderate,PM2.5
2024-04-10,"Atlanta, GA",Georgia,58,Moderate,PM2.5
2024-04-11,"Atlanta, GA",Georgia,35,Good,Ozone
2024-04-12,"Atlanta, GA",Georgia,44,Good,Ozone
2024-04-13,"Atlanta, GA",Georgia,46,Good,Ozone
2024-04-14,"Atlanta, GA",Georgia,53,Moderate,PM2.5
2024-04-15,"Atlanta, GA",Georgia,58,Moderate,PM2.5
2024-04-16,"Atlanta, GA",Georgia,57,Moderate,PM2.5
2024-04-17,"Atlanta, GA",Georgia,66,Moderate,PM2.5
2024-04-18,"Atlanta, GA",Georgia,58,Moderate,PM2.5
2024-04-19,"Atlanta, GA",Georgia,55,Moderate,PM2.5
2024-04-20,"Atlanta, GA",Georgia,46,Good,PM2.5
2024-04-21,"Atlanta, GA",Georgia,31,Good,Ozone
2024-04-22,"Atlanta, GA",Georgia,43,Good,Ozone
2024-04-23,"Atlanta, GA",Georgia,44,Good,Ozone
2024-04-24,"Atlanta, GA",Georgia,58,Moderate,PM2.5
2024-04-25,"Atlanta, GA",Georgia,87,Moderate,Ozone
2024-04-26,"Atlanta, GA",Georgia,61,Moderate,PM2.5
2024-04-27,"Atlanta, GA",Georgia,55,Moderate,PM2.5
2024-04-28,"Atlanta, GA",Georgia,41,Good,Ozone
2024-04-29,"Atlanta, GA",Georgia,41,Good,PM2.5
2024-04-30,"Atlanta, GA",Georgia,46,Good,PM2.5
2024-05-01,"Atlanta, GA",Georgia,74,Moderate,Ozone
2024-05-02,"Atlanta, GA",Georgia,55,Moderate,PM2.5
2024-05-03,"Atlanta, GA",Georgia,57,Moderate,PM2.5
2024-05-04,"Atlanta, GA",Georgia,42,Good,PM2.5
2024-05-05,"Atlanta, GA",Georgia,43,Good,Ozone
2024-05-06,"Atlanta, GA",Georgia,46,Good,PM2.5
2024-05-07,"Atlanta, GA",Georgia,41,Good,PM2.5
2024-05-08,"Atlanta, GA",Georgia,42,Good,PM2.5
2024-05-09,"Atlanta, GA",Georgia,38,Good,PM2.5
2024-05-10,"Atlanta, GA",Georgia,44,Good,Ozone
2024-05-11,"Atlanta, GA",Georgia,45,Good,Ozone
2024-05-12,"Atlanta, GA",Georgia,61,Moderate,Ozone
2024-05-13,"Atlanta, GA",Georgia,48,Good,PM2.5
2024-05-14,"Atlanta, GA",Georgia,38,Good,PM2.5
2024-05-15,"Atlanta, GA",Georgia,42,Good,Ozone
2024-05-16,"Atlanta, GA",Georgia,47,Good,Ozone
2024-05-17,"Atlanta, GA",Georgia,49,Good,PM2.5
2024-05-18,"Atlanta, GA",Georgia,33,Good,PM2.5
2024-05-19,"Atlanta, GA",Georgia,39,Good,Ozone
2024-05-20,"Atlanta, GA",Georgia,46,Good,Ozone
2024-05-21,"Atlanta, GA",Georgia,52,Moderate,PM2.5
2024-05-22,"Atlanta, GA",Georgia,52,Moderate,PM2.5
2024-05-23,"Atlanta, GA",Georgia,55,Moderate,PM2.5
2024-05-24,"Atlanta, GA",Georgia,56,Moderate,PM2.5
2024-05-25,"Atlanta, GA",Georgia,53,Moderate,PM2.5
2024-05-26,"Atlanta, GA",Georgia,56,Moderate,PM2.5
2024-05-27,"Atlanta, GA",Georgia,50,Good,PM2.5
2024-05-28,"Atlanta, GA",Georgia,49,Good,Ozone
2024-05-29,"Atlanta, GA",Georgia,61,Moderate,Ozone
2024-05-30,"Atlanta, GA",Georgia,71,Moderate,Ozone
2024-05-31,"Atlanta, GA",Georgia,45,Good,Ozone
2024-06-01,"Atlanta, GA",Georgia,49,Good,PM2.5
2024-06-02,"Atlanta, GA",Georgia,50,Good,PM2.5
2024-06-03,"Atlanta, GA",Georgia,43,Good,Ozone
2024-06-04,"Atlanta, GA",Georgia,41,Good,PM2.5
2024-06-05,"Atlanta, GA",Georgia,42,Good,PM2.5
2024-06-06,"Atlanta, GA",Georgia,39,Good,PM2.5
2024-06-07,"Atlanta, GA",Georgia,67,Moderate,Ozone
2024-06-08,"Atlanta, GA",Georgia,93,Moderate,Ozone
2024-06-09,"Atlanta, GA",Georgia,54,Moderate,PM2.5
2024-06-10,"Atlanta, GA",Georgia,58,Moderate,Ozone
2024-06-11,"Atlanta, GA",Georgia,71,Moderate,Ozone
2024-06-12,"Atlanta, GA",Georgia,53,Moderate,PM2.5
2024-06-13,"Atlanta, GA",Georgia,58,Moderate,PM2.5
2024-06-14,"Atlanta, GA",Georgia,100,Moderate,Ozone
2024-06-15,"Atlanta, GA",Georgia,97,Moderate,Ozone
2024-06-16,"Atlanta, GA",Georgia,58,Moderate,PM2.5
2024-06-17,"Atlanta, GA",Georgia,57,Moderate,PM2.5
2024-06-18,"Atlanta, GA",Georgia,52,Moderate,PM2.5
2024-06-19,"Atlanta, GA",Georgia,39,Good,PM2.5
2024-06-20,"Atlanta, GA",Georgia,48,Good,PM2.5
2024-06-21,"Atlanta, GA",Georgia,54,Moderate,PM2.5
2024-06-22,"Atlanta, GA",Georgia,48,Good,PM2.5
2024-06-23,"Atlanta, GA",Georgia,56,Moderate,PM2.5
2024-06-24,"Atlanta, GA",Georgia,71,Moderate,Ozone
2024-06-25,"Atlanta, GA",Georgia,119,Unhealthy for Sensitive Groups,Ozone
2024-06-26,"Atlanta, GA",Georgia,129,Unhealthy for Sensitive Groups,Ozone
2024-06-27,"Atlanta, GA",Georgia,57,Moderate,PM2.5
2024-06-28,"Atlanta, GA",Georgia,54,Moderate,PM2.5
2024-06-29,"Atlanta, GA",Georgia,44,Good,PM2.5
2024-06-30,"Atlanta, GA",Georgia,52,Moderate,PM2.5
2024-07-01,"Atlanta, GA",Georgia,51,Moderate,PM2.5
2024-07-02,"Atlanta, GA",Georgia,50,Good,PM2.5
2024-07-03,"Atlanta, GA",Georgia,36,Good,PM2.5
2024-07-04,"Atlanta, GA",Georgia,54,Moderate,PM2.5
2024-07-05,"Atlanta, GA",Georgia,69,Moderate,PM2.5
2024-07-06,"Atlanta, GA",Georgia,41,Good,Ozone
2024-07-07,"Atlanta, GA",Georgia,42,Good,PM2.5
2024-07-08,"Atlanta, GA",Georgia,49,Good,PM2.5
2024-07-09,"Atlanta, GA",Georgia,30,Good,PM2.5
2024-07-10,"Atlanta, GA",Georgia,42,Good,Ozone
2024-07-11,"Atlanta, GA",Georgia,84,Moderate,Ozone
2024-07-12,"Atlanta, GA",Georgia,105,Unhealthy for Sensitive Groups,Ozone
2024-07-13,"Atlanta, GA",Georgia,126,Unhealthy for Sensitive Groups,Ozone
2024-07-14,"Atlanta, GA",Georgia,84,Moderate,Ozone
2024-07-15,"Atlanta, GA",Georgia,59,Moderate,PM2.5
2024-07-16,"Atlanta, GA",Georgia,37,Good,Ozone
2024-07-17,"Atlanta, GA",Georgia,53,Moderate,PM2.5
2024-07-18,"Atlanta, GA",Georgia,31,Good,Ozone
2024-07-19,"Atlanta, GA",Georgia,7,Good,CO
2024-07-20,"Atlanta, GA",Georgia,32,Good,PM2.5
2024-07-21,"Atlanta, GA",Georgia,36,Good,PM2.5
2024-07-22,"Atlanta, GA",Georgia,35,Good,Ozone
2024-07-23,"Atlanta, GA",Georgia,54,Moderate,PM2.5
2024-07-24,"Atlanta, GA",Georgia,52,Moderate,PM2.5
2024-07-25,"Atlanta, GA",Georgia,44,Good,PM2.5
2024-07-26,"Atlanta, GA",Georgia,49,Good,PM2.5
2024-07-27,"Atlanta, GA",Georgia,57,Moderate,PM2.5
2024-07-28,"Atlanta, GA",Georgia,57,Moderate,PM2.5
2024-07-29,"Atlanta, GA",Georgia,48,Good,PM2.5
2024-07-30,"Atlanta, GA",Georgia,55,Moderate,PM2.5
2024-07-31,"Atlanta, GA",Georgia,56,Moderate,PM2.5
2024-08-01,"Atlanta, GA",Georgia,60,Moderate,PM2.5
2024-08-02,"Atlanta, GA",Georgia,88,Moderate,PM2.5
2024-08-03,"Atlanta, GA",Georgia,68,Moderate,PM2.5
2024-08-04,"Atlanta, GA",Georgia,64,Moderate,PM2.5
2024-08-05,"Atlanta, GA",Georgia,30,Good,PM2.5
2024-08-06,"Atlanta, GA",Georgia,51,Moderate,PM2.5
2024-08-07,"Atlanta, GA",Georgia,58,Moderate,PM2.5
2024-08-08,"Atlanta, GA",Georgia,54,Moderate,PM2.5
2024-08-09,"Atlanta, GA",Georgia,62,Moderate,PM2.5
2024-08-10,"Atlanta, GA",Georgia,61,Moderate,Ozone
2024-08-11,"Atlanta, GA",Georgia,64,Moderate,Ozone
2024-08-12,"Atlanta, GA",Georgia,74,Moderate,Ozone
2024-08-13,"Atlanta, GA",Georgia,56,Moderate,PM2.5
2024-08-14,"Atlanta, GA",Georgia,61,Moderate,PM2.5
2024-08-15,"Atlanta, GA",Georgia,58,Moderate,PM2.5
2024-08-16,"Atlanta, GA",Georgia,61,Moderate,PM2.5
2024-08-17,"Atlanta, GA",Georgia,54,Moderate,PM2.5
2024-08-18,"Atlanta, GA",Georgia,55,Moderate,PM2.5
2024-08-19,"Atlanta, GA",Georgia,42,Good,Ozone
2024-08-20,"Atlanta, GA",Georgia,51,Moderate,PM2.5
2024-08-21,"Atlanta, GA",Georgia,60,Moderate,PM2.5
2024-08-22,"Atlanta, GA",Georgia,57,Moderate,PM2.5
2024-08-23,"Atlanta, GA",Georgia,54,Moderate,PM2.5
2024-08-24,"Atlanta, GA",Georgia,61,Moderate,PM2.5
2024-08-25,"Atlanta, GA",Georgia,62,Moderate,PM2.5
2024-08-26,"Atlanta, GA",Georgia,64,Moderate,PM2.5
2024-08-27,"Atlanta, GA",Georgia,97,Moderate,Ozone
2024-08-28,"Atlanta, GA",Georgia,84,Moderate,Ozone
2024-08-29,"Atlanta, GA",Georgia,61,Moderate,Ozone
2024-08-30,"Atlanta, GA",Georgia,56,Moderate,PM2.5
2024-08-31,"Atlanta, GA",Georgia,57,Moderate,PM2.5
2024-09-01,"Atlanta, GA",Georgia,53,Moderate,PM2.5
2024-09-02,"Atlanta, GA",Georgia,48,Good,PM2.5
2024-09-03,"Atlanta, GA",Georgia,45,Good,PM2.5
2024-09-04,"Atlanta, GA",Georgia,43,Good,Ozone
2024-09-05,"Atlanta, GA",Georgia,51,Moderate,PM2.5
2024-09-06,"Atlanta, GA",Georgia,53,Moderate,PM2.5
2024-09-07,"Atlanta, GA",Georgia,51,Moderate,PM2.5
2024-09-08,"Atlanta, GA",Georgia,41,Good,PM2.5
2024-09-09,"Atlanta, GA",Georgia,55,Moderate,PM2.5
2024-09-10,"Atlanta, GA",Georgia,58,Moderate,PM2.5
2024-09-11,"Atlanta, GA",Georgia,59,Moderate,PM2.5
2024-09-12,"Atlanta, GA",Georgia,56,Moderate,PM2.5
2024-09-13,"Atlanta, GA",Georgia,58,Moderate,PM2.5
2024-09-14,"Atlanta, GA",Georgia,33,Good,PM2.5
2024-09-15,"Atlanta, GA",Georgia,48,Good,PM2.5
2024-09-16,"Atlanta, GA",Georgia,56,Moderate,PM2.5
2024-09-17,"Atlanta, GA",Georgia,46,Good,PM2.5
2024-09-18,"Atlanta, GA",Georgia,51,Moderate,PM2.5
2024-09-19,"Atlanta, GA",Georgia,53,Moderate,PM2.5
2024-09-20,"Atlanta, GA",Georgia,56,Moderate,PM2.5
2024-09-21,"Atlanta, GA",Georgia,100,Moderate,Ozone
2024-09-22,"Atlanta, GA",Georgia,59,Moderate,PM2.5
2024-09-23,"Atlanta, GA",Georgia,63,Moderate,PM2.5
2024-09-24,"Atlanta, GA",Georgia,70,Moderate,PM2.5
2024-09-25,"Atlanta, GA",Georgia,60,Moderate,PM2.5
2024-09-26,"Atlanta, GA",Georgia,24,Good,PM2.5
2024-09-27,"Atlanta, GA",Georgia,32,Good,Ozone
2024-09-28,"Atlanta, GA",Georgia,52,Moderate,PM2.5
2024-09-29,"Atlanta, GA",Georgia,50,Good,PM2.5
2024-09-30,"Atlanta, GA",Georgia,67,Moderate,PM2.5
2024-10-01,"Atlanta, GA",Georgia,39,Good,PM2.5
2024-10-02,"Atlanta, GA",Georgia,52,Moderate,PM2.5
2024-10-03,"Atlanta, GA",Georgia,66,Moderate,PM2.5
2024-10-04,"Atlanta, GA",Georgia,61,Moderate,PM2.5
2024-10-05,"Atlanta, GA",Georgia,62,Moderate,PM2.5
2024-10-06,"Atlanta, GA",Georgia,64,Moderate,PM2.5
2024-10-07,"Atlanta, GA",Georgia,61,Moderate,PM2.5
2024-10-08,"Atlanta, GA",Georgia,44,Good,Ozone
2024-10-09,"Atlanta, GA",Georgia,59,Moderate,PM2.5
2024-10-10,"Atlanta, GA",Georgia,57,Moderate,PM2.5
2024-10-11,"Atlanta, GA",Georgia,44,Good,PM2.5
2024-10-12,"Atlanta, GA",Georgia,57,Moderate,PM2.5
2024-10-13,"Atlanta, GA",Georgia,56,Moderate,PM2.5
2024-10-14,"Atlanta, GA",Georgia,33,Good,PM2.5
2024-10-15,"Atlanta, GA",Georgia,28,Good,PM2.5
2024-10-16,"Atlanta, GA",Georgia,14,Good,NO2
2024-10-17,"Atlanta, GA",Georgia,39,Good,NO2
2024-10-18,"Atlanta, GA",Georgia,51,Moderate,PM2.5
2024-10-19,"Atlanta, GA",Georgia,41,Good,PM2.5
2024-10-20,"Atlanta, GA",Georgia,52,Moderate,PM2.5
2024-10-21,"Atlanta, GA",Georgia,64,Moderate,PM2.5
2024-10-22,"Atlanta, GA",Georgia,43,Good,PM2.5
2024-10-23,"Atlanta, GA",Georgia,44,Good,PM2.5
2024-10-24,"Atlanta, GA",Georgia,56,Moderate,PM2.5
2024-10-25,"Atlanta, GA",Georgia,61,Moderate,Ozone
2024-10-26,"Atlanta, GA",Georgia,76,Moderate,PM2.5
2024-10-27,"Atlanta, GA",Georgia,59,Moderate,PM2.5
2024-10-28,"Atlanta, GA",Georgia,32,Good,Ozone
2024-10-29,"Atlanta, GA",Georgia,41,Good,Ozone
2024-10-30,"Atlanta, GA",Georgia,44,Good,PM2.5
2024-10-31,"Atlanta, GA",Georgia,35,Good,Ozone
2024-11-01,"Atlanta, GA",Georgia,31,Good,PM2.5
2024-11-02,"Atlanta, GA",Georgia,44,Good,PM2.5
2024-11-03,"Atlanta, GA",Georgia,42,Good,PM2.5
2024-11-04,"Atlanta, GA",Georgia,20,Good,NO2
2024-11-05,"Atlanta, GA",Georgia,48,Good,PM2.5
2024-11-06,"Atlanta, GA",Georgia,22,Good,NO2
2024-11-07,"Atlanta, GA",Georgia,22,Good,NO2
2024-11-08,"Atlanta, GA",Georgia,52,Moderate,PM2.5
2024-11-09,"Atlanta, GA",Georgia,62,Moderate,PM2.5
2024-11-10,"Atlanta, GA",Georgia,38,Good,PM2.5
2024-11-11,"Atlanta, GA",Georgia,47,Good,PM2.5
2024-11-12,"Atlanta, GA",Georgia,52,Moderate,PM2.5
2024-11-13,"Atlanta, GA",Georgia,42,Good,PM2.5
2024-11-14,"Atlanta, GA",Georgia,37,Good,PM2.5
2024-11-15,"Atlanta, GA",Georgia,34,Good,PM2.5
2024-11-16,"Atlanta, GA",Georgia,54,Moderate,PM2.5
2024-11-17,"Atlanta, GA",Georgia,72,Moderate,PM2.5
2024-11-18,"Atlanta, GA",Georgia,59,Moderate,PM2.5
2024-11-19,"Atlanta, GA",Georgia,54,Moderate,PM2.5
2024-11-20,"Atlanta, GA",Georgia,31,Good,PM2.5
2024-11-21,"Atlanta, GA",Georgia,22,Good,NO2
2024-11-22,"Atlanta, GA",Georgia,21,Good,NO2
2024-11-23,"Atlanta, GA",Georgia,31,Good,PM2.5
2024-11-24,"Atlanta, GA",Georgia,49,Good,PM2.5
2024-11-25,"Atlanta, GA",Georgia,46,Good,PM2.5
2024-11-26,"Atlanta, GA",Georgia,52,Moderate,PM2.5
2024-11-27,"Atlanta, GA",Georgia,54,Moderate,PM2.5
2024-11-28,"Atlanta, GA",Georgia,34,Good,PM2.5
2024-11-29,"Atlanta, GA",Georgia,38,Good,PM2.5
2024-11-30,"Atlanta, GA",Georgia,34,Good,NO2
2024-12-01,"Atlanta, GA",Georgia,52,Moderate,PM2.5
2024-12-02,"Atlanta, GA",Georgia,38,Good,PM2.5
2024-12-03,"Atlanta, GA",Georgia,28,Good,NO2
2024-12-04,"Atlanta, GA",Georgia,35,Good,PM2.5
2024-12-05,"Atlanta, GA",Georgia,45,Good,PM2.5
2024-12-06,"Atlanta, GA",Georgia,29,Good,NO2
2024-12-07,"Atlanta, GA",Georgia,36,Good,NO2
2024-12-08,"Atlanta, GA",Georgia,63,Moderate,PM2.5
2024-12-09,"Atlanta, GA",Georgia,31,Good,PM2.5
2024-12-10,"Atlanta, GA",Georgia,27,Good,NO2
2024-12-11,"Atlanta, GA",Georgia,23,Good,NO2
2024-12-12,"Atlanta, GA",Georgia,37,Good,NO2
2024-12-13,"Atlanta, GA",Georgia,34,Good,NO2
2024-12-14,"Atlanta, GA",Georgia,36,Good,PM2.5
2024-12-15,"Atlanta, GA",Georgia,26,Good,PM2.5
2024-12-16,"Atlanta, GA",Georgia,35,Good,PM2.5
2024-12-17,"Atlanta, GA",Georgia,54,Moderate,PM2.5
2024-12-18,"Atlanta, GA",Georgia,33,Good,PM2.5
2024-12-19,"Atlanta, GA",Georgia,25,Good,NO2
2024-12-20,"Atlanta, GA",Georgia,42,Good,PM2.5
2024-12-21,"Atlanta, GA",Georgia,51,Moderate,PM2.5
2024-12-22,"Atlanta, GA",Georgia,51,Moderate,PM2.5
2024-12-23,"Atlanta, GA",Georgia,54,Moderate,PM2.5
2024-12-24,"Atlanta, GA",Georgia,58,Moderate,PM2.5
2024-12-25,"Atlanta, GA",Georgia,79,Moderate,PM2.5
2024-12-26,"Atlanta, GA",Georgia,51,Moderate,PM2.5
2024-12-27,"Atlanta, GA",Georgia,53,Moderate,PM2.5
2024-12-28,"Atlanta, GA",Georgia,23,Good,PM2.5
2024-12-29,"Atlanta, GA",Georgia,19,Good,PM2.5
2024-12-30,"Atlanta, GA",Georgia,33,Good,PM2.5
2024-12-31,"Atlanta, GA",Georgia,26,Good,PM2.5
2023-01-01,"Austin, TX",Texas,122,Unhealthy for Sensitive Groups,PM2.5
2023-01-02,"Austin, TX",Texas,75,Moderate,PM2.5
2023-01-03,"Austin, TX",Texas,56,Moderate,PM2.5
2023-01-04,"Austin, TX",Texas,41,Good,Ozone
2023-01-05,"Austin, TX",Texas,43,Good,PM2.5
2023-01-06,"Austin, TX",Texas,55,Moderate,PM2.5
2023-01-07,"Austin, TX",Texas,44,Good,PM2.5
2023-01-08,"Austin, TX",Texas,42,Good,PM2.5
2023-01-09,"Austin, TX",Texas,56,Moderate,PM2.5
2023-01-10,"Austin, TX",Texas,54,Moderate,PM2.5
2023-01-11,"Austin, TX",Texas,64,Moderate,PM2.5
2023-01-12,"Austin, TX",Texas,40,Good,Ozone
2023-01-13,"Austin, TX",Texas,49,Good,PM2.5
2023-01-14,"Austin, TX",Texas,56,Moderate,PM2.5
2023-01-15,"Austin, TX",Texas,44,Good,Ozone
2023-01-16,"Austin, TX",Texas,55,Moderate,PM2.5
2023-01-17,"Austin, TX",Texas,68,Moderate,PM2.5
2023-01-18,"Austin, TX",Texas,52,Moderate,PM2.5
2023-01-19,"Austin, TX",Texas,35,Good,Ozone
2023-01-20,"Austin, TX",Texas,28,Good,Ozone
2023-01-21,"Austin, TX",Texas,56,Moderate,PM2.5
2023-01-22,"Austin, TX",Texas,38,Good,Ozone
2023-01-23,"Austin, TX",Texas,55,Moderate,PM2.5
2023-01-24,"Austin, TX",Texas,29,Good,Ozone
2023-01-25,"Austin, TX",Texas,35,Good,Ozone
2023-01-26,"Austin, TX",Texas,44,Good,PM2.5
2023-01-27,"Austin, TX",Texas,61,Moderate,PM2.5
2023-01-28,"Austin, TX",Texas,63,Moderate,PM2.5
2023-01-29,"Austin, TX",Texas,42,Good,PM2.5
2023-01-30,"Austin, TX",Texas,40,Good,PM2.5
2023-01-31,"Austin, TX",Texas,32,Good,PM2.5
2023-02-01,"Austin, TX",Texas,50,Good,PM2.5
2023-02-02,"Austin, TX",Texas,53,Moderate,PM2.5
2023-02-03,"Austin, TX",Texas,55,Moderate,PM2.5
2023-02-04,"Austin, TX",Texas,65,Moderate,PM2.5
2023-02-05,"Austin, TX",Texas,60,Moderate,PM2.5
2023-02-06,"Austin, TX",Texas,33,Good,PM2.5
2023-02-07,"Austin, TX",Texas,36,Good,PM2.5
2023-02-08,"Austin, TX",Texas,34,Good,PM2.5
2023-02-09,"Austin, TX",Texas,48,Good,PM2.5
2023-02-10,"Austin, TX",Texas,37,Good,Ozone
2023-02-11,"Austin, TX",Texas,54,Moderate,PM2.5
2023-02-12,"Austin, TX",Texas,63,Moderate,PM2.5
2023-02-13,"Austin, TX",Texas,57,Moderate,PM2.5
2023-02-14,"Austin, TX",Texas,47,Good,Ozone
2023-02-15,"Austin, TX",Texas,69,Moderate,PM2.5
2023-02-16,"Austin, TX",Texas,35,Good,Ozone
2023-02-17,"Austin, TX",Texas,41,Good,Ozone
2023-02-18,"Austin, TX",Texas,52,Moderate,PM2.5
2023-02-19,"Austin, TX",Texas,53,Moderate,PM2.5
2023-02-20,"Austin, TX",Texas,42,Good,PM2.5
2023-02-21,"Austin, TX",Texas,58,Moderate,PM2.5
2023-02-22,"Austin, TX",Texas,58,Moderate,PM2.5
2023-02-23,"Austin, TX",Texas,58,Moderate,PM2.5
2023-02-24,"Austin, TX",Texas,53,Moderate,PM2.5
2023-02-25,"Austin, TX",Texas,69,Moderate,PM2.5
2023-02-26,"Austin, TX",Texas,70,Moderate,PM2.5
2023-02-27,"Austin, TX",Texas,90,Moderate,Ozone
2023-02-28,"Austin, TX",Texas,64,Moderate,PM2.5
2023-03-01,"Austin, TX",Texas,80,Moderate,PM2.5
2023-03-02,"Austin, TX",Texas,96,Moderate,PM2.5
2023-03-03,"Austin, TX",Texas,49,Good,Ozone
2023-03-04,"Austin, TX",Texas,105,Unhealthy for Sensitive Groups,Ozone
2023-03-05,"Austin, TX",Texas,61,Moderate,Ozone
2023-03-06,"Austin, TX",Texas,58,Moderate,PM2.5
2023-03-07,"Austin, TX",Texas,72,Moderate,PM2.5
2023-03-08,"Austin, TX",Texas,60,Moderate,PM2.5
2023-03-09,"Austin, TX",Texas,64,Moderate,PM2.5
2023-03-10,"Austin, TX",Texas,33,Good,Ozone
2023-03-11,"Austin, TX",Texas,65,Moderate,PM2.5
2023-03-12,"Austin, TX",Texas,37,Good,PM2.5
2023-03-13,"Austin, TX",Texas,43,Good,Ozone
2023-03-14,"Austin, TX",Texas,39,Good,Ozone
2023-03-15,"Austin, TX",Texas,57,Moderate,PM2.5
2023-03-16,"Austin, TX",Texas,48,Good,PM2.5
2023-03-17,"Austin, TX",Texas,42,Good,Ozone
2023-03-18,"Austin, TX",Texas,39,Good,Ozone
2023-03-19,"Austin, TX",Texas,46,Good,Ozone
2023-03-20,"Austin, TX",Texas,52,Moderate,PM2.5
2023-03-21,"Austin, TX",Texas,37,Good,PM2.5
2023-03-22,"Austin, TX",Texas,53,Moderate,PM2.5
2023-03-23,"Austin, TX",Texas,55,Moderate,PM2.5
2023-03-24,"Austin, TX",Texas,55,Moderate,PM2.5
2023-03-25,"Austin, TX",Texas,46,Good,Ozone
2023-03-26,"Austin, TX",Texas,65,Moderate,PM2.5
2023-03-27,"Austin, TX",Texas,51,Moderate,PM2.5
2023-03-28,"Austin, TX",Texas,54,Moderate,Ozone
2023-03-29,"Austin, TX",Texas,52,Moderate,PM2.5
2023-03-30,"Austin, TX",Texas,59,Moderate,PM2.5
2023-03-31,"Austin, TX",Texas,55,Moderate,PM2.5
2023-04-01,"Austin, TX",Texas,55,Moderate,PM2.5
2023-04-02,"Austin, TX",Texas,61,Moderate,PM2.5
2023-04-03,"Austin, TX",Texas,67,Moderate,PM2.5
2023-04-04,"Austin, TX",Texas,79,Moderate,PM2.5
2023-04-05,"Austin, TX",Texas,58,Moderate,PM2.5
2023-04-06,"Austin, TX",Texas,34,Good,Ozone
2023-04-07,"Austin, TX",Texas,36,Good,PM2.5
2023-04-08,"Austin, TX",Texas,47,Good,PM2.5
2023-04-09,"Austin, TX",Texas,36,Good,PM2.5
2023-04-10,"Austin, TX",Texas,47,Good,PM2.5
