job_title,industry,experience,city,state,salary
"Assistant Director, Development",Healthcare non-profit,5 - 7 years,New York,NY,78000.0
Program Coordinator,Higher Education,5 - 7 years,New York,NY,61200.0
Director,Publishing,11 - 20 years,New York,NY,115000.0
Executive Secretary,Education,11 - 20 years,Houston,TX,44200.0
Development Director,Nonprofit,11 - 20 years,New York,NY,170000.0
Conflict and Stabilization Specialist,Federal Government Contractor,5 - 7 years,Washington,DC,67000.0
Communications Specialist,Philanthropy,8 - 10 years,Chicago,IL,55000.0
Materials Manager,Healthcare Operations,1 year or less,Portland,OR,65000.0
Director of Scheduling,Government Affairs,21 - 30 years,Washington,DC,83000.0
People Operations Generalist,Market Research,2 - 4 years,Denver,CO,52000.0
HR Generalist,Nonprofit social services,5 - 7 years,Austin,TX,51168.0
High School Social Studies Teacher,Education,8 - 10 years,Philadelphia,PA,70464.0
Physician Assistant,Healthcare,2 - 4 years,Baltimore,MD,95000.0
Technical Manager,Financial Services,31 - 40 years,Chicago,IL,160000.0
People Operations Generalist,Technology,2 - 4 years,San Francisco,CA,100000.0
Environmental Protection Specialist,Federal Government,5 - 7 years,Washington,DC,99170.0
Instructor,Higher Ed,8 - 10 years,Seattle,WA,54000.0
Nanny / Infant Care Specialist,Childcare,5 - 7 years,Seattle,WA,62400.0
Regulatory Affairs Manager,Medical Device Manufacturing,8 - 10 years,Minneapolis,MN,145000.0
Manager of Sustainability,Engineering,8 - 10 years,New York,NY,135000.0
IT Manager,Oilfield Services,21 - 30 years,Houston,TX,101000.0
Lecturer,Academia,11 - 20 years,Austin,TX,56000.0
Podcast Producer,Media,11 - 20 years,Los Angeles,CA,65000.0
Project Manager,IT,11 - 20 years,Austin,TX,110000.0
Partner,Finance & Investments,21 - 30 years,Boston,MA,220000.0
Administrator,Gas Utility,5 - 7 years,St. Louis,MO,42000.0
Director of ops,Nonprofit,2 - 4 years,Houston,TX,40000.0
Global Purchasing Manager,Heavy industrial manufacturing,8 - 10 years,Atlanta,GA,129000.0
Research Associate,Public Policy,2 - 4 years,New York,NY,60000.0
Customer Engagement Manager,Publishing,11 - 20 years,New York,NY,77942.0
Writer,Entertainment,11 - 20 years,Baltimore,MD,41000.0
Research Analyst,Recruiting,2 - 4 years,Houston,TX,42000.0
Director of Advancement,Fundraising,11 - 20 years,Minneapolis,MN,110000.0
Senior Editor,Magazine publishing,11 - 20 years,New York,NY,60000.0
bureau chief,Government,31 - 40 years,New York,NY,128000.0
Supervisory Physical Scientist,Federal Government - Scientist,11 - 20 years,Chicago,IL,130000.0
Senior Software Engineer,Tech,5 - 7 years,Austin,TX,93642.0
Historic Site Manager,Non-Profit/Cultural Heritage,2 - 4 years,Philadelphia,PA,32000.0
Scientist,Life Sciences,8 - 10 years,Boston,MA,90000.0
Customer Success Manager,Education Technology,5 - 7 years,San Diego,CA,69000.0
Editor,Media,8 - 10 years,New York,NY,78000.0
"Director, Corporate Communications",Technology,11 - 20 years,San Francisco,CA,250000.0
Director of Engineering,Software Engineering,8 - 10 years,New York,NY,175000.0
Communications Specialist,Government,5 - 7 years,Washington,DC,75000.0
IP Coordinator/Legal Assistant,Legal Services,11 - 20 years,Washington,DC,87620.0
Technical Writer,Tech,11 - 20 years,Seattle,WA,91000.0
IT Program Manager,State Government,21 - 30 years,Atlanta,GA,80000.0
Compliance Analyst,Finance,8 - 10 years,New York,NY,100000.0
Assistant Director of Admission,Higher Education,2 - 4 years,New York,NY,53000.0
Marketing Manager,Ecommerce,5 - 7 years,Baltimore,MD,62000.0
Communication Strategist,Tech (software),2 - 4 years,New York,NY,115000.0
Media Planner,Advertising,2 - 4 years,Atlanta,GA,41000.0
Senior Designer,Apparel,11 - 20 years,Denver,CO,100000.0
Intake Coordinator,Social Work/NonProfit,5 - 7 years,Pittsburgh,PA,33000.0
Vice President,Nonprofit,11 - 20 years,Washington,DC,115000.0
Research Assistant,Public Policy Research,2 - 4 years,Washington,DC,44000.0
Senior Research Associate,Market Research,5 - 7 years,Minneapolis,MN,61200.0
Accounts Receivable representative,Healthcare,8 - 10 years,Austin,TX,34000.0
"Customer Support Representative, bid assistant","Manufacturing and distributing, plastics",11 - 20 years,Houston,TX,40000.0
Associate Attorney,Law,5 - 7 years,Los Angeles,CA,305000.0
Key Accounts Operations Manager,Wholesale Manufacturing,5 - 7 years,Seattle,WA,55440.0
College Instructor,Education,11 - 20 years,Austin,MN,80000.0
Legal policy analyst,Non-Profit Public Health,5 - 7 years,Denver,CO,66000.0
Head of Adult Services,Public Library,21 - 30 years,Houston,TX,54000.0
Associate Counsel,Government,2 - 4 years,New York,NY,75000.0
Datawarehouse Engineer,Tech Industry,11 - 20 years,New York,NY,162000.0
Marketing Coordinator,EdTech,2 - 4 years,Boston,MA,53000.0
UX/UI Designer,Tech,11 - 20 years,New York,NY,178600.0
Senior Attorney,Legal,21 - 30 years,San Francisco,CA,165564.0
Director of News & Media Relations,Higher Education,21 - 30 years,New York,NY,90000.0
Data Services Specialist,Marketing,11 - 20 years,Atlanta,GA,35000.0
Programs Manager,Nonprofit,5 - 7 years,Washington,DC,60000.0
Project Manager,Aerospace,21 - 30 years,Boston,MA,145000.0
Education Coordinator,Museums,2 - 4 years,Philadelphia,PA,37000.0
Senior Program Manager,Non-profit tech,8 - 10 years,San Francisco,CA,149500.0
"Assistant Director, Prospect Data Integrity",Higher Education,8 - 10 years,Boston,MA,70000.0
Executive Admin Asst,Accounting,11 - 20 years,Dallas,TX,65000.0
Pilates instructor and freelance classical singer,Fitness and music,8 - 10 years,New York,NY,40000.0
Associate Attorney,Law,2 - 4 years,Dallas,TX,195000.0
News editor,Print media/newspapers,11 - 20 years,Portland,OR,39200.0
Graduate Student,Academia,2 - 4 years,Boston,MA,380168.0
Optometrist,Optometry,21 - 30 years,Denver,CO,142000.0
Program and Business Operations Manager,Nonprofit,8 - 10 years,Boston,MA,63000.0
Physician,Healthcare,11 - 20 years,Minneapolis,MN,310000.0
Associate Professor,Higher Education,11 - 20 years,Houston,TX,65000.0
Partner,Law,11 - 20 years,Boston,MA,160000.0
Social Services Program Manager,Military,21 - 30 years,Phoenix,AZ,69000.0
Consultant,Benefits Consulting,11 - 20 years,Boston,MA,92000.0
Project Associate,Public opinion Research,2 - 4 years,Portland,OR,42000.0
Medical assistant,Medicine,2 - 4 years,Denver,CO,34000.0
Associate Director,Museums,8 - 10 years,New York,NY,70000.0
Project Operations Assistant,Educational Nonprofit,1 year or less,Washington,DC,30000.0
Architectural Designer,Architecture and Design,5 - 7 years,Chicago,IL,68000.0
Systems Administrator,IT,11 - 20 years,Boston,MA,89000.0
Senior Account Strategist,Digital Advertising,2 - 4 years,San Francisco,CA,130000.0
Director of Customer Success,Educational Technology,2 - 4 years,San Diego,CA,82500.0
Associate,Consulting (Data Analysis),1 year or less,Washington,DC,73500.0
"Senior Manager, Talent Acquisition (Recruiting) for North America",Retail/Fashion Apparel,11 - 20 years,New York,NY,130000.0
Administrative Director,Education,11 - 20 years,Los Angeles,CA,83000.0
UX/UI Designer,Data/Analytics,5 - 7 years,Chicago,IL,105000.0
CNAII,Healthcare,5 - 7 years,Portland,OR,27800.0
Software Engineer,Tech,1 year or less,Austin,TX,80000.0
Counsel,Law,11 - 20 years,Chicago,IL,305000.0
Digital Strategist,Advertising,2 - 4 years,Seattle,WA,42000.0
Director of Accounting,Healthcare,21 - 30 years,Houston,TX,120000.0
Rebate Administrator,Non profit environmental,11 - 20 years,Phoenix,AZ,36500.0
Development Director,Nonprofit,8 - 10 years,Washington,DC,75000.0
Producer,Video Game Development,5 - 7 years,Boston,MA,78000.0
Flight Attendant,Airline,11 - 20 years,Seattle,WA,75000.0
Assistant Director for Research,Higher Education,8 - 10 years,New York,NY,54000.0
Science Officer,Government Contractor,8 - 10 years,Washington,DC,94000.0
IT Manager,Energy,11 - 20 years,Baltimore,MD,138800.0
Director,Education,8 - 10 years,Atlanta,GA,98000.0
Research Coordinator,Medicine,5 - 7 years,Minneapolis,MN,63000.0
Assistant Professor,Higher education - 2 year school,2 - 4 years,Baltimore,MD,56000.0
Product Manager,Tech,5 - 7 years,Boston,MA,106000.0
Program Manager,Social Services,5 - 7 years,Austin,TX,51000.0
Physician Assistant,Medicine,8 - 10 years,Portland,ME,108000.0
Foundation and Corporate Giving Officer,Fundraising,8 - 10 years,Portland,OR,55000.0
Business Development and Marketing,Machine Distribution,11 - 20 years,Pittsburgh,PA,84000.0
Grants Administrator,Academia,1 year or less,Philadelphia,PA,52332.0
Project Coordinator,Consulting,8 - 10 years,Washington,DC,65000.0
VP Sales/BD,Tech Sales,11 - 20 years,Boston,MA,230000.0
Reference Librarian,Federal Government,8 - 10 years,Washington,DC,68604.0
Systems Administrator,Technology,5 - 7 years,Washington,DC,74000.0
Financial Planning,Aerospace,5 - 7 years,Seattle,WA,80000.0
Graphic Designer,Nonprofit,8 - 10 years,Pittsburgh,PA,40500.0
Product Manager,Market Research,2 - 4 years,Chicago,IL,62300.0
Operations Specialist,Theatre,8 - 10 years,New York,NY,40000.0
Executive Coach,Consulting,11 - 20 years,San Francisco,CA,225000.0
People Operations Coordinator,Renewable Energy Consulting,5 - 7 years,San Francisco,CA,60000.0
Territory Manager,Greeting cards,5 - 7 years,New York,NY,60000.0
Visitor Experience Coordinator,Arts,2 - 4 years,New York,NY,38000.0
Office Coordinator,Architectural Design,5 - 7 years,Boston,MA,45000.0
Director of Annual Giving,Education Non-profit,11 - 20 years,Portland,ME,55310.0
Development Manager,Nonprofit,8 - 10 years,Chicago,IL,45000.0
Director of Family Giving,Higher Education Fundraising,11 - 20 years,Philadelphia,PA,80000.0
Digital Initiatives Librarian,Library and Archives,11 - 20 years,New York,NY,94000.0
Education Associate,Nonprofit,5 - 7 years,San Francisco,CA,52000.0
Statistician,Engineering,2 - 4 years,Dallas,TX,104000.0
"Director or Communications, Marketing & Membership",Association Membership,8 - 10 years,Denver,CO,52000.0
HR Manager,Marketing,5 - 7 years,Dallas,TX,68000.0
Quality Engineer,Hardware electronics,5 - 7 years,Houston,TX,60000.0
Medical assistant,Healthcare (Dermatology),5 - 7 years,Chicago,IL,37440.0
Research Manager,Advertising,11 - 20 years,New York,NY,81600.0
Attorney,Government,8 - 10 years,St. Louis,MO,82000.0
Senior Account Executive,Public Relations,2 - 4 years,New York,NY,80000.0
Clinical psychologist,Mental Heath/Education,11 - 20 years,Washington,DC,104000.0
Data Analyst,Healthcare,11 - 20 years,Boston,MA,71000.0
Administrative Officer,Federal govt,2 - 4 years,Denver,CO,67898.0
Marketing Manager (3/4 time),Non-profit arts,8 - 10 years,Washington,DC,43000.0
Assistant Commissioner,Municipal Government,21 - 30 years,New York,NY,115000.0
annual fund specialist,Nonprofit,8 - 10 years,Philadelphia,PA,51000.0
Associate Scientist,Neuroscience,2 - 4 years,San Diego,CA,60000.0
Director,Education,11 - 20 years,Seattle,WA,93000.0
"Go To Market Operations, Manager of Order Management",Cloud Software,2 - 4 years,San Francisco,CA,124000.0
Marketing Manager,Arts Administration/ Nonprofit,11 - 20 years,Pittsburgh,PA,45000.0
"Director, People and Culture",Human Resources - Tech,8 - 10 years,San Francisco,CA,160000.0
Senior Creative Producer,Design Agency,5 - 7 years,Portland,OR,75000.0
Office Manager,Dentistry,8 - 10 years,San Francisco,CA,65000.0
Software Engineer,Tech,2 - 4 years,Seattle,WA,140000.0
Senior Admin Assistant,Professional Services,21 - 30 years,Dallas,TX,75000.0
Senior Administrative Assistant,Finance,5 - 7 years,Chicago,IL,50000.0
Software Engineer,Graphic Design,5 - 7 years,New York,NY,74000.0
Senior Manager of Customer Support,Streaming Media,11 - 20 years,Phoenix,AZ,88570.0
"Director, Law Library",Academia,11 - 20 years,Philadelphia,PA,140000.0
Knowledge Management Analyst,Legal,11 - 20 years,New York,NY,68598.0
Technical Project Manager,Government,11 - 20 years,New York,NY,110000.0
Professor,Education,8 - 10 years,Dallas,TX,42000.0
Case worker,Social Work,5 - 7 years,Portland,OR,55000.0
Growth Marketing / User Acquisition Specialist,Tech / Ecomm,11 - 20 years,Los Angeles,CA,169000.0
"research, education and outreach librarian",Libraries,8 - 10 years,Baltimore,MD,66000.0
Senior Analyst-Investment Performance and Risk,Asset Management,11 - 20 years,Chicago,IL,100000.0
Digital Media Specialist,Media,2 - 4 years,Philadelphia,PA,60000.0
Performance Management Coordinator,Nonprofit,5 - 7 years,St. Louis,MO,50400.0
Advertising and Events Manager,Publishing,11 - 20 years,Portland,OR,100000.0
Assistant Director of Training,Nonprofit,8 - 10 years,Washington,DC,64000.0
Data Scientist,Network Security,5 - 7 years,Washington,DC,123000.0
Assistant Director,Higher Ed,11 - 20 years,Austin,TX,93000.0
Director of Policy,Government Relations,11 - 20 years,Washington,DC,134000.0
Project Manager,Tech,2 - 4 years,Austin,TX,85000.0
Program Manager,Academia/Higher Ed,5 - 7 years,Denver,CO,58000.0
Scrum Master,Financial Technology,5 - 7 years,Seattle,WA,110000.0
Recruiter,executive recruiting,8 - 10 years,Portland,OR,65000.0
Senior Associate,Law,8 - 10 years,Boston,MA,97500.0
Marketing Manager,Management Consulting,2 - 4 years,Washington,DC,65000.0
Business Analyst,Government,11 - 20 years,Seattle,WA,98000.0
Business Analyst,Education,11 - 20 years,San Francisco,CA,90000.0
Children's Librarian,Public Libraries,5 - 7 years,Washington,DC,71000.0
Senior Transportation Planner,Urban Planning,5 - 7 years,Portland,OR,95000.0
Asst. General Counsel,Energy,11 - 20 years,Boston,MA,217000.0
Software Engineer,Tech,2 - 4 years,Seattle,WA,120000.0
Assistant Editor,Academic Publishing,5 - 7 years,New York,NY,46000.0
HR Manager,Startup,2 - 4 years,New York,NY,80000.0
Technical Recruiter,Computer/IT services,2 - 4 years,New York,NY,58700.0
Librarian,Public Libraries,11 - 20 years,Phoenix,AZ,59000.0
Senior Consultant,Management Consulting,5 - 7 years,Houston,TX,150000.0
Software Engineer,Computer Consultant,21 - 30 years,Chicago,IL,120000.0
Recruiter,Human Resources,5 - 7 years,Denver,CO,61000.0
Finance Manager,Media/Publishing,5 - 7 years,New York,NY,95000.0
IT Operations Director,Healthcare,2 - 4 years,Phoenix,AZ,98000.0
Senior Director of Programs,Education Non-profit,11 - 20 years,New York,NY,87500.0
Clinical research director,Medical Devices,8 - 10 years,Boston,MA,94000.0
Digital Marketing Specialist,Digital Marketing - B2B,5 - 7 years,Houston,TX,58000.0
Application Engineer,Electronics Sales,21 - 30 years,San Diego,CA,155000.0
CPhT,Pharmacy/Health,8 - 10 years,Denver,CO,35000.0
Administrative Coordinator,Not for profit scientific research,31 - 40 years,Seattle,WA,58000.0
Broker,Insurance,5 - 7 years,St. Louis,MO,61120.0
Senior Project Manager,Educational Publishing,11 - 20 years,Boston,MA,88000.0
Librarian,Libraries,11 - 20 years,Denver,CO,52331.0
Associate,Law,5 - 7 years,New York,NY,220000.0
Associate Director of Development,Nonprofit,8 - 10 years,Los Angeles,CA,62000.0
Communications Manager,Agriculture,2 - 4 years,Washington,DC,75000.0
Finance Manager,Higher Education,5 - 7 years,Seattle,WA,95000.0
Product Manager,Tech,5 - 7 years,San Francisco,CA,120000.0
Program Manager,Tech,2 - 4 years,Seattle,WA,121000.0
Senior Software Engineer,Software,5 - 7 years,Portland,OR,137000.0
School Psychologist,Public Education,2 - 4 years,Denver,CO,55301.0
Program Manager,Education Non-profit,5 - 7 years,Chicago,IL,53000.0
Technical Account Manager,Advertising,5 - 7 years,Los Angeles,CA,109000.0
Business Manager,Home furnishings,21 - 30 years,Chicago,IL,66000.0
Marketing Strategist,Marketing consulting / agency,2 - 4 years,Washington,DC,68000.0
Accountant,Healthcare,8 - 10 years,Dallas,TX,70000.0
Communications Manager,Museums,11 - 20 years,New York,NY,61000.0
Communications Associate,Nonprofit,2 - 4 years,New York,NY,42000.0
Winemaker,Wine,11 - 20 years,Seattle,WA,60000.0
Senior Data Engineer,Software,8 - 10 years,Portland,OR,154000.0
Event Planner,Nonprofit,5 - 7 years,Los Angeles,CA,52000.0
Legal Administrative Assistant,Higher Education,31 - 40 years,Minneapolis,MN,49000.0
Employee Relations Manager,Telecommunications,8 - 10 years,New York,NY,138000.0
Senior IT Engineer,IT,2 - 4 years,Boston,MA,79000.0
Tech Support,Marketing,2 - 4 years,Chicago,IL,59000.0
Director of Managed Services,IT,11 - 20 years,Minneapolis,MN,84000.0
AVP of Software Development,IT,11 - 20 years,Chicago,IL,105000.0
junior architect,Architecture,2 - 4 years,New York,NY,45000.0
Senior Manager,Consulting,21 - 30 years,Washington,DC,240000.0
Director of Media Strategy,Advertising,11 - 20 years,Minneapolis,MN,99000.0
Finance Manager,non-profit (cultural/museums),8 - 10 years,San Francisco,CA,95000.0
Product Manager,Ecommerce,2 - 4 years,New York,NY,120000.0
Senior Editor,Journalism,8 - 10 years,Chicago,IL,50000.0
Human Resources Assistant,Financial Services,1 year or less,Phoenix,AZ,43000.0
"Technical Consultant, Analytics",Technology,8 - 10 years,Chicago,IL,120000.0
Teacher,Education,5 - 7 years,New York,NY,57000.0
Human Resources Supervisor,Human Resources,8 - 10 years,New York,NY,88000.0
Product Manager,Technology,8 - 10 years,Minneapolis,MN,120000.0
Interlibrary Loan and Serials Specialist,Libraries,8 - 10 years,Portland,OR,36000.0
Talent Acquisition Coordinator,Biotech,5 - 7 years,Boston,MA,65000.0
UX/UI Designer,Information Technology,8 - 10 years,San Diego,CA,120000.0
GIS Analyst,Commercial Real Estate,2 - 4 years,Minneapolis,MN,40600.0
Senior Specialist,Nonprofit,8 - 10 years,Washington,DC,84356.0
